4 ottobre 2020,10,Servizio pessimo. Abbiamo,"Servizio pessimo. Abbiamo aspettato 1 ora e mezzo per il pranzo, meta’ menu per il brunch era terminato, Avocado toast senza avocadon con salsa di cetriolo NON precisato nel menu’. Uno schifo di servizio!!! Fortemente sconsigliato"
27 settembre 2020,40,Alla faccia dell'aperitivo!,"Sono stata a un aperitivo durante una festa di laurea. Locale particolare ma non molto grande. Ci hanno portato un sacco di cose: olive, polpette, verdure impanate, pizze al trancio, patatine fritte ecc. Abbiamo mangiato tantissimo perché hanno continuato a portarci stuzzichini e vino fino a tarda sera. Il servizio non è dei più attenti ma il personale è comunque gentile. Voglio precisare che non avendo pagato io non conosco i prezzi."
8 agosto 2020,10,Cos'è successo??,"Vengo spesso qui con mia moglie e la mia famiglia e soprattutto non sono abituale a lasciare recensioni,a quello successo l' altro giorno mi ha lasciato di stucco. Caldo venerdi pomeriggio di agosto,prima delle vacanze decidiamo di andare a fare un aperitivo. Ci troviamo uno spettacolo davvero brutto a vedersi:locale totalmente vuoto,musica da discoteca e camerieri seduti sul bancone. Capisco il locale vuoto,ma vedere gente seduta sulla bancone e farsi beatamente gli affari propri fa passare decisamente la voglia,inoltre avevo un ricordo di un locale elegante,ma evidentemente il cambio personale ha fatto decisamente male al locale"
17 luglio 2020,30,"Qualità ok, resto migliorabile","Apertivo pomeridiano in un ottima location, barman molto disponibile e preparato. Come aperitivo non un ampia scelta, ma stuzzichini e pizzette molto buone. Tutto bene fino al momento del pagamento, quando la ragazza alla cassa(forse troppo impegnata a mandare messaggini) ignora le nostre richieste per diverse volte, finche non ci siamo dovuti alzare per andare a pagare. Peccato, basta poco impegno in più"
17 luglio 2020,40,Aperitivo,"Prima volta nella sede in via Melzi, ma solita qualità Pandenus. Locale molto curato, cocktail e stuzzichini per l aperitivo molto graditi. Unico neo l insistenza della ragazza a portare pizza e verdure(anche se non richiesti), ci saremmo volentieri fermati a cena"
15 giugno 2020,20,Ocho,"Dico solamente una cosa.... Se hai la cucina a vista TI PREGO fai mettere un cappello o una bandana a chi lavora in cucina, GRAZIE!"
14 gennaio 2020,50,A me piace,"Nonostante recensioni non belle io qui mi sento a casa . Bravissima la ragazza biondina , buon cibo bell atmosfera"
19 dicembre 2019,30,"Carino, ma migliorabile","Posto carino e personale gentile, buon aperitivo con stuzzichini di qualità, nonostante la poca scelta. Buoni i maccheroncini cacio e pepe, anche se il sugo è un po’ troppo pesante, buona scelta di Rossi al bicchiere"
17 dicembre 2019,10,Aperitivo scarso,"Con i colleghi abbiamo provato pandenus. Il locale sarà anche carino..il personale cortese..ma se una tavolata di 10 persone prende dieci cocktails..non mi puoi portare 4 piattini miserabili di pizza, pezzetti della dimensione 3 x 3 cm, (2 pezzetti scarsi a testa) quattro olive e della verdura in pinzimonio. Non lo accetto! Ogni volta che faccio aperitivo a milano non ceniamo. Meno male che nei pressi c'è Mamma Burger! Grazie Mama!ci hai salvato la vita!..e la serata"
8 dicembre 2019,30,Suggestivo,"Posto carino e tranquillo dove fermarsi a bere un caffè. Peccato per il personale, camieri poco disponibili e non propriamente gentili nei confronti dei clienti!"
7 dicembre 2019,20,Prodotti ottimo servizio tragico,"La qualità dei prodotti offerta è ottima, ma credo abbiamo fatto un concorso per assumere il personale più antipatico possibile. Nessuno che ti guarda in faccia (a locale vuoto) un “buongiorno”, un sorriso, pare che sono lì per farti un favore contro voglia. Veramente NO."
12 novembre 2019,50,Ottimo aperitivo,"Sono stato al Pandenus Melzi d’Eril diverse volte sia durante il giorno che la sera. Indiscutibile la qualità dei prodotti e la ricerca degli abbinamenti sia del cibo che dei cocktails durante l'aperitivo serale. Il personale è disponibile e professionale, si distingue per gentilezza e competenza, nel consigliare e proporre alternative ai drink più tradizionali, completando il servizio con simpatia e rispetto per il cliente."
3 novembre 2019,20,Buono ma molte cose da migliorare,"Indiscutibile la qualità dei piatti, ma nel menù mancano le indicazioni degli allergeni, cosa molto grave a mio parere. Non basta fare riferimento ad una normativa, anzi, peggio perché pur essendo a conoscenza di quello che dice non viene rispettata. Inoltre il menù brunch non è un brunch, bensì un buon piatto, abbondante ma si limita a quello, senza inclusione di dolci o bevande, di conseguenza non è un menù."
3 novembre 2019,10,mai più Gae Aulenti,"non essendoci possibilità di recensione per Pandenus Piazza Gae Auelenti scrivo qui  ci fanno accomodare in un tavolino con due tovagliette di carta su cui e' stampato il menu'.Dopo 10 minuti e sotto richiesta ordiniamo cio' che viene offerto dalla descrizione sulla tovaglietta. Per nostra fortuna si siede accanto a noi una coppia che fa notare che il nome dei menu' sulla tovaglietta non corrispondono assolutamente a cio' che viene indicato sulla lista menu'.Ci accorgiamo che con lo stesso nome il menu' stampato sulla tovaglietta e' a base di pesce mentre quello sulla lista, ripeto con lo stesso nome, e' vegetariano. Richiamiamo la ragazza (scocciata) per chiedere spiegazioni e ci viene detto che le tovagliette di carta sono di un altro ""ristorante"".Cambiamo ordinazione e chiediamo due menu' hamburger. Ci vengono portati due panini stile Mac Donald ma con hambuger completamente crudo e patatine fritte,nulla di piu'.Beviamo due birre alla spina piccole.Totale 52 euro!Una vera follia : menu' hamburger 16 euro a testa piu' un euro per bacon birra 6 euro cadauna e coperto 3 euro cadauno.......da Mac Donald avremmo speso un terzo per lo stesso menu' !!!!Da evitare e' veramente assurdo .Il costo del coperto 3 euro a testa per una tovaglietta di carta neppure del loro ristoro........6 euro per un bicchierino di birra e 17 euro per un comune panino.....evitare assolutamente"
27 ottobre 2019,20,Il brunch non brunch,"Sono stata da Pandenus Melzi d'Eril diverse volte, sia per aperitivi che per il brunch. Ne ho sempre apprezzato la qualità e il fatto che il brunch prevedesse il mix classico di caffè, aranciata, acqua, toast, croissant, marmellate + parte salata da ordinare a scelta. Oggi ho scoperto che la gestione è cambiata... Il brunch si chiama ancora così, ha gli stessi prezzi, stessi nomi dei piatti principali, ma non il contorno brunch, quindi c'è solo il piatto principale salato . Il brunch è diventato un lunch! Ma non finisce qui... Prenotato e arrivata per le 13.30, locale non particolarmente pieno, sono venuti a chiedere ordinazione dopo solleciti alle 13. 55. Acqua e spremute portati alle 14.10, centrifuga alle 14.30. Piatti portati abbastanza celermente alle 14.20. Ma ormai eravamo decisamente innervosito dai 50 minuti di attesa. Qualità buona, ma toast dell'avocado toast decisamente freddo. Mai visto il pane, mai visti condimenti per insalata, ma pagati 4 euro per coperto e 4 per l'acqua. Toilette sporca (prima era sempre tutto curato e pulito e preciso). Cheese cake buona, brownie prima una delle specialità del locale, era mediocre e panna un po' rancida. Insomma Adios Pandenus"
6 ottobre 2019,10,È il caso di correre ai ripari..,"Brunch domenicale, cameriera ci accoglie con aria scocciata, ordiniamo chiedendo una piccola modifica (uova strapazzate al posto delle benedict) riposta: non so se è possibile (chiedi in cucina no?) arrivano benedict senza nessun commento (sicuro si è dimenticata di chiedere ), piatti in tavola bevande non pervenute per 5 minuti ,chiedo di portarle risposta piccata della cameriera : arrivano ...(si erano persi l’ordine) Omelette arrivata fredda, patate salatissime.Ogni nostra richiesta (pane, acqua etc...) viene accolta da musi lunghi e attese ingiustificate .Un vero peccato, il locale era mezzo vuoto ...adesso ho capito il perché ...Sono cliente da anni ed un trattamento del genere non l’ho mai ricevuto ...forse la “ragazzina” che ci ha servita avrebbe bisogno di un po’ di formazione su come si tratta un cliente...non basta prendere ragazze carine per far lavorare un locale."
26 settembre 2019,20,Cibo buono ma personale rivedibile,"La qualità del cibo è sempre di buon livello, ma la nuova gestione si caratterizza per l'estrema maleducazione nei confronti dei clienti, sia al bancone che ai tavoli. E leggendo le ultime recensioni vedo che non sono il primo ad averla riscontrata. Nota di ""encomio"" (sono ironico) per una cameriera che è venuta a pulire il nostro tavolo dalle tazzine che avevano lasciato i clienti precedenti, senza degnarci neppure di un 'buongiorno' e soprattutto sbattendo volontariamente le stoviglie nel vassoio con aria scocciatissima. Io dico che se qualcuno non è capace di rapportarsi con il pubblico, deve svolgere mestieri decisamente più adatti."
15 settembre 2019,10,DA EVITARE!,"PANDENUS GAE AULENTI Pessima esperienza . Arriviamo in due alle 17:30 di domenica. Ci accomodiamo e l’accoglienza è quella di un barettino gestito da cinesi in periferia. Chiediamo di ordinare un Ginseng ed un cappuccino con latte di mandorla. Ci viene risposto che la Caffetteria è chiusa a quell’ora .. chiedo spiegazioni ad un tipo con la Barba sulla cinquantina che mi guarda con aria di sufficienza prova a spiegare senza logica il motivo. Ridicolo. Perché la sua logica non esiste nemmeno in città come New York, Parigi o Londra. Quindi cerchiamo di volare basso, perché così facendo si perde lo standard a cui aspirate e dal quale si è lontani anni luce."
2 settembre 2019,30,Colazione,"A colazione con famiglia, qualità elevata, locale pulito, ordinato ed accogliente. Personale qualificato, lo consiglio"
7 agosto 2019,10,Ridateci la vecchia gestione!!,Siamo stati assenti 3 mesi per motivi di lavoro...torniamo in questo posto che abbiamo sempre frequentato con piacere per qualità e varietà del cibo e per la simpatia delle ragazze e troviamo una nuova gestione...Personale con aria di sufficienza quasi ci stesse facendo un favore...non un sorriso per sbaglio... molta freddezza...prodotti pochi forse per il periodo ma quello che davvero mi ha lasciato una brutta sensazione è l’atteggiamento scazzato della ragazza che credo sia la titolare/responsabile... Ci sono andata due volte xche ritenevo di riprovare... nulla..stessa sensazione di tristezza addosso Mi spiace ma non ci torneremo
20 luglio 2019,10,Sconcertante!,"Abito nelle vicinanze e sono andata spesso a prendere pane e pizza che reano di ottima qualità specialmente la pizza al metro, con 10 euro prendevi 1 metro di pizza oggi di ritorno dalle vacanze ci fermiamo per acquistarla e troviamo il locale cambiato ( neanche tanto) con tutti i dipendenti cambiati quindi è cambiata la gestione, mio marito ha ordinato una pizza grande da 10 euro e questo è il risultato(foto) una pizzetta invisibile... allucinante...con 10 euro in pizzeria ne compro almeno 2 moooolto più grosse!! Mio marito ha chiesto spiegazioni e gli hanno detto che dal 21 giugno le fanno così....allora perché non ce l'ha detto prima?? Ladri avete perso un ottimo cliente che essendo custode farà girare tantissimo la voce allibiti!"
3 luglio 2019,10,CHE DELUSIONE,Ho frequentato per diversi anni questo locale. Ha cambiato da poco gestione e la qualità è peggiorata. L’aperitivo non è per nulla buono e fresco...le carote erano nere e appassite. Il resto del cibo era di scarsa qualità ed inoltre c’è pochissima varietà di scelta. Concludendo consiglio di non andare. Proprio lì vicino ci sono diversi locali per fare aperitivo dove c’è molta più scelta e qualità come ad es Bhangrabar!!!
3 luglio 2019,50,Tutto molto buono,Locale molto accogliente con personale gentilissimo e preparato.Ottimo per cena con varietà e ricercatezza dei piatti
1 luglio 2019,20,Cambiata gestione...ahia,"Dal 20 giugno 2019 è aperto con la nuova gestione, e addio a quei piatti interessanti tipo insalate di legumi, farro, quinoa...adesso c'è un menù molto più banale. Oltretutto prendendo un'insalata nizzarda (banale, appunto e pure una porzione molto ridotta), acqua e caffè ho speso a pranzo infrasettimanale €18! Il servizio è molto attento e gentile."
30 giugno 2019,20,Peccato!,Andavo spesso a fare colazione con amici o famiglia. È bastato poco a cambiare un locale caldo e familiare in un bar come con nulla di speciale. Personale sorridente e sempre premuroso è stato spazzato via e sostituito con ragazzi annoiati e non sempre gentile. Peccato!
26 giugno 2019,20,dove sono finiti i dipendenti precedenti?,"Sono diversi anni che frequento questo bar e mi trovavo molto bene con i precedenti dipendenti. Il ragazzo che faceva i cappuccini e i caffè era una persona molto solare e gentile e lo stesso vale per gli altri dipendenti che avevano instaurato con la clientela abituale un bellissimo rapporto, sono perciò rimasta molto colpita da questo cambio repentino che ha spazzato via in un attimo anni di servizio e di rapporti umani. Non so quali siano le politiche aziendali ma credo che la clientela abituale vada salvaguardata e no ci si può basare su chi fa recensioni pessime solo per denigrare. Se si vuole verificare un servizio si va sul posto in diversi orari e in diversi giorni"
24 giugno 2019,20,Aperitivo un po’ deludente,"Ha cambiato gestione da qualche giorno. Locale rinnovato, carino. Aperitivo un po’ deludente è un po’ caro: 12 euro per uno spritz e da mangiare solo pizza (seppur buona),qualche verdurina cruda, olive e ananas."
18 giugno 2019,20,Caro,Aperitivo caro. 12 euro per un scarso drink con qualche verdura olive e tre pezzi di pizza. Il personale però è gentile
28 maggio 2019,10,Scorretto,"Mancano 10 minuti alla fine dell'aperitivo a buffet, e infatti rimangono sul bancone qualche tarallo e poco altro. Ma non siamo interessati e chiediamo infatti se possiamo soltanto bere un bicchiere di vino o una birra prima di andare a cena. ""Ma certo, non c'è problema!"" Mentre stiamo ordinando il buffet viene smontato e poi pulito con generose spruzzate di detersivo.... Tempo 10 minuti vado a pagare. 18€!!! Forse il direttore dovrebbe fare più attenzione ai suoi clienti piuttosto che alla fidanzata/amica/sorella con bambino e sedersi al tavolo con loro. Sbaglio?"
26 marzo 2019,40,Davvero carino,"Ho scelto il posto x una festa di compleanno e devo dire che siamo stati bene: il locale non è molto grande,ma accogliente. Il buffet non esagerato come scelta,ma di buona qualità e con la prenotazione al tavolo ti portano teglie di pizza,patatine e polpettone,tutto buono! Sui cocktail nulla da dire e anche i dolci sono di qualità! Forse un po’ troppo rumoroso,ma di sabato sera il locale è pieno,anche perché si trova in una zona molto frequentata."
18 marzo 2019,30,Pausa domenicale,"Il locale è carino, belli i tavoli ma scomode le sedute. Offre di tutto un po, adatto perciò sia per un pranzo, una pausa caffè e per un aperitivo tranquillo. Migliorare un attimino la qualità. Dolci troooppo dolci, la mia monoporzione di pistacchio e cioccolato non sapeva di pistacchio! Migliorare poi la formazione del personale che, anche se cordiale, non sapeva quali dolci ci fossero e cosa fossero, e non sapeva che the avessero disponibili. Comunque da tenere in considerazione se siete in zona e volete evitare il via vai dell Arco della pace"
23 gennaio 2019,40,Posto molto carino e cibo di ottima qualità,"Il locale è davvero accogliente ed il personale è cortese e professionale. Abbiamo provato varie tipologie di cibo ed il livello è davvero buono. Il posto giusto dove ""perdere"" un pò di tempo.... ps non fanno insalate...ma verde con tante cose :-)"
20 gennaio 2019,10,Visita breve.,"Dal 1951 è la prima volta che vengo cacciato da un bar per liberare un tavolo che, per altro, mi avevano indicato loro. IMBARAZZANTE!"
4 dicembre 2018,50,Super consigliato!,"Il posto è intimo ed elegante, il buffet non ricchissimo ma di qualità, ma la vera bellezza del locale è data dal personale fantastico. Super cortesi, simpatici, gentili e disponibilissimi. C’è stato anche offerto del prosecco. Tra sorrisi e tanta cortesia abbiamo proprio trascorso una serata piacevole, da ripetere"
17 novembre 2018,50,Sera tra amici,"Milanesi questo è il posto che fa per noi. Grazie alla sua posizione strategica, questo posto è per tutti quelli che amano la zona dell’Arco della Pace ma che odiamo il baccano che si crea durante le ore serali. Il cibo dell’happy hour è molto buono, la loro ciliegina sulla torta sono però le polpette e la pizza. Prezzo nella norma per i prezzi di Milano. Il personale è molto simpatico e disponibile e il locale è molto pulito."
28 ottobre 2018,20,Sconsigliato,"Brunch domenicale. 4 proposte. Microporzioni di tutto per 25 euro. Decisamente troppi! Sgabelli di metallo che garantiscono il mal di schiena e brutta musica a tutto volume. Cortese il personale, ma non basta."
17 ottobre 2018,50,Di passaggio a Milano il giorno 16/10/2018,"Locale molto gradevole, personale molto efficiente e gentile. Ho sorbito un caffè e acquistato dei dolcetti per mia moglie rimasta in auto, che per il breve trasporto,sono stati posati su un piccolo vassoio di cartone e infilati in un sacchetto di carta, servizio davvero eccellente."
29 settembre 2018,10,Arroganza e svogliatezza,"Vado spesso al mattino presto a prendere il pane, e ogni volta devo subire i malumori del personale che discute animatamente in cucina e in mezzo al banco.. Specialmente la signora che vende il pane, dovrebbe cambiare mestiere invece di rivolgersi così ai clienti.. Sempre con la bocca piena.. E lo sguardo da sufficiente. Peccato perche e'proprio un bel locale.."
28 settembre 2018,50,Sempre una garanzia,"Quando sono in zona vengo sempre qui per pranzo ,ragazzi carini,bei piatti e buona qualità.simpaticissima la ragazza bionda con i capelli biondi e gli occhi azzurri"
26 settembre 2018,10,Basita,"Personale indecente, una chiacchiera continua personale e privata dietro al bancone a portata d'orecchio del cliente. Accoglienza zero; appena uno sguardo dopo mezzo minuto dal mio ingresso; forse gradiscono solo gli habitués."
13 settembre 2018,40,"Bello, mi piace","Lavorando in Piazza Gae Aulenti, ogni tanto ci vado. Premetto che la mia frequentazione, e pertanto il mio giudizio, si limita alla colazione. Personalmente mi piace perché cappuccino e caffé sono buoni ed i dolci invitanti. I ragazzi dello staff gentili e sorridenti. Inoltre, avendo la mia azienda una convenzione, ho un piccolo sconto. Detto questo, mi trovo bene e continueró ad andare e sicuramente proveró un aperitivo."
13 settembre 2018,40,Brunch domenicale,"Locale carino, molto buono il brunch con piatto unico a scelta ttra quattro proposte anche se un pò caro per un unico piatto: 25 euro a persona,incluso un bicchiere di succo e una bibita calda."
8 settembre 2018,10,Locale da evitare,Da evitare!!! Solo 3 olive x 3 persone e 3 ciliegine di mozzarella un pezzetto di focaccia e mandorle salate. Abbiamo dovuto ordinare una pizza per non morire di fame
22 agosto 2018,20,Delusione totale,"Mi sono trovata per colazione un sabato mattina con amici e con grandissima delusione abbiamo constatato che i tavoli non vengono puliti bene tra un cliente e quello successivo, il servizio è scadente (cameriera maleducata e scontrosa), sono dovuta andare a ordinare in cassa per riuscire ad avere quello che desideravano (cappuccio, caffè e spremuta, insalata di frutta tagliata forse il giorno prima...). Persino la qualità dei dolci è pessima: ho preso una mini torta di mele da portare a casa ed era decisamente stantìa."
18 luglio 2018,40,Piacevole bar,Ambiente piacevole e caldo. Personale gentile. Ottimo caffè e cappuccio. Acqua gratis. Prezzi onesti
13 luglio 2018,50,Aperitivo,"Eccellente!! Vini di alta qualità e personale delizioso, attento e professionale! La qualità si paga ma certo il bicchiere di Muller che ho bevuto qui è allo stesso livello di quello del Trentino! Bravi e buoni! Meglio un aperitivo non tutte le sere ma di qualità! Grande Staff ! Roberta Moro"
10 luglio 2018,20,Deludente,Aperitivo di lunedì sera. Locale semivuto buffet veramente triste. Due tipologie di insalata di riso e cous cous con lo stesso sciapo sapore il resto del buffet misero nulla di che. Peccato!
9 luglio 2018,10,Il peggior posto di milano,"Sembra non abbiano idea dei prezzi. Chiedono cifre astronomiche per un bicchiere di vino di scarsa qualità. A me hanno chiesto 12 eur per un bianco quindi per due 24 eur, non dico altro. Camerieri incompetenti su tutto. Cibo scarsissima qualità. Chi vuole andare vada pure, io mai più"
7 luglio 2018,30,Un pranzo anonimo,"Carino e invitante, pranziamo con un amica per la prima volta al pendenus. Ci ero stata qualche volta per aperitivo e colazione (ok!). Nulla entusiasma. Piattini pronti che vengono scaldati al microonde. Prezzi alti come ovunque in zona. Non mi ha convinto per il pranzo ...in zona c’e’ di molto meglio."
27 giugno 2018,50,Il risveglio mattutino!,"Locale molto bello, accogliente, con personale amichevole che ti rallegra la giornata. La qualità dei prodotti è molto buona. Consiglio per una buona colazione e un brunch. La serata meravigliosa con stupendi cocktail. Consigliatissimo!!!"
26 giugno 2018,20,PANDENUS GAE AULENTI - PESSIMO,"Non essendoci Pandenus di Gae Aulenti recensisco qui la nostra esperienza passata là. Eravamo un gruppo di 10 persone e, non avendo accettato una ns prenotazione telefonica, ci siamo presentati al locale cercando un tavolino senza tante pretese (alle 20). Ci offrono appunto un tavolino con 2/3 sedie proponendoci di passarcele man mano che la gente si alzava. Così accettiamo e dopo un’ora eravamo seduti in 7, e 3 bevevano in piedi. I camerieri infastiditi dalle nostre richieste nel chiedere delle sedie che ormai erano vuote (ci dicevano che arrivava gente e non potevamo). Detto questo parliamo dell’ “aperitivo”.... dunque la formula prevede 12€ a bevuta, ma si presuppone che ci sia poi un aperitivo... beh a noi il cameriere si è scusato dicendoci che le alzatine con la pizza non era sicuro arrivassero ma che ci sarebbero state “tante olive”. Wow, che delizia! ... olive portate n.6 , alla fine portata pure alzatina con n. 8 quadratini 3x3cm di pizza (ricordo che eravamo in 10). Che dire, un disastro. Do 2 punti e non 1 solo perchè hanno avuto la decenza di non farmi pagare 12€ la coca cola, ma un locale serio a) non avrebbe mai permesso un trattamento simile b) avrebbe offerto o si sarebbe comunque scusato per l’accaduto. Così non è stato, pertanto eccomi a scrivere."
24 giugno 2018,10,Gae Aulenti da evitare..,"Provato Gae Aulenti, location a parte, Aperitivo pessimo..caro e inesistente! 9 euro una birra 3 pezzi microscopici di focaccia! Non si commenta"
7 giugno 2018,20,Aperitivo scarso,Buffet per l’aperitivo abbastanza scarso. Durante l'orario di aperitivo la consumazione 10 euro. Il menù ha una decina di cocktail e niente più. Praticamente seduto a bordo strada di fianco all'auto parcheggiata ed al viale trafficato. Non credo che tornerò
1 giugno 2018,10,Da evitare,Posto assolutamente da evitare. Il più caro di Milano senza averne le qualità. Due bicchieri di vino bianco fermo 24 euro e un buffet scarso. Mai più
31 maggio 2018,10,Il peggior locale di Milano,"Oltre ad avere un buffet per l’aperitivo davvero triste e con ingredienti vecchi,abbiamo preso in 2 persone, 9 bicchieri di vino e ci hanno portato un conto di 90 euro! Capisco pagare la prima consumazione 10 euro, ma le altre?!? O almeno farci pagare 2 bottiglie e non a singola consumazione...davvero incredibile!!!! Mai mai mai più!"
23 aprile 2018,50,Assolutamente consigliato,Pizza deliziosa e servizio eccellente Uno dei migliori aperitivi di Milano Inmancabile appuntamento con gli amici!
21 aprile 2018,20,Pessima organizzazione e scortesia,"Poiché consigliato da un'amica sono andata un sabato sera a fare un aperitivo, entriamo per chiedere un tavolo e ci dicono di aspettare una mezzora. Noi però vediamo un tavolo libero fuori senza sedie e chiediamo se ci possiamo sedere e chiediamo se ci possono dare delle sedie e ci rispondono che non ce ne sono più nonostante all'interno ce ne fossero molte, allora abbiamo dovuto prendere noi la decisione di spostare le sedie, ordiniamo e andiamo a prendere il cibo, molto buono devo dire, ma i drink non arrivavano mai , entro a chiedere e il barman si rivolge in modo scortese e scocciato. Purtroppo se fossero meglio organizzati e più gentili sarebbe tutto un altro locale."
8 aprile 2018,50,Ottimo brunch domenicale,"Ottimo posto per un brunch domenicale, propongono 4 menù molto interessanti e aperti a modifiche. Porzioni davvero abbondanti e buona qualità. Forse un po' costoso, ogni menu 25€."
